2016-05-16,10
2016-05-16,10
2016-05-16,150
2016-05-16,0
2016-05-17,0
2016-05-17,60
2016-05-17,90
2016-05-17,160
2016-05-17,0
2016-05-17,0
2016-05-17,0
2016-05-17,0
2016-05-19,180
2016-05-22,40
2016-05-22,0
2016-05-22,40
2016-05-22,80
2016-05-22,0
2016-05-22,0
2016-05-22,20
2016-05-22,0
2016-05-22,0
2016-05-22,0
2016-05-22,0
2016-05-22,0
2016-05-22,0
2016-05-22,0
2016-05-22,10
2016-05-22,10
2016-05-22,10
2016-05-22,0
2016-05-22,0
2016-05-23,65
2016-05-23,65
2016-05-23,65
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,30
2016-05-23,0
2016-05-23,50
2016-05-23,20
2016-05-23,50
2016-05-23,50
2016-05-23,215
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,0
2016-05-23,10
2016-05-23,0
2016-05-23,55
2016-05-23,55
2016-05-23,45
2016-05-23,45
2016-05-23,130
2016-05-23,145
2016-05-23,0
2016-05-23,70
2016-05-23,115
2016-05-23,30
2016-05-23,70
2016-05-23,70
2016-05-23,100
2016-05-23,515
2016-05-23,405
2016-05-23,405
2016-05-23,155
2016-05-23,155
2016-05-23,40
2016-05-23,10
2016-05-23,80
2016-05-23,375
2016-05-23,80
2016-05-23,20
2016-05-23,0
2016-05-23,0
2016-05-23,20
2016-05-23,20
2016-06-11,0
2016-06-11,0
2016-06-11,0
2016-06-11,25
2016-06-11,175
2016-06-11,85
2016-06-11,0
2016-06-11,10
2016-06-11,10
2016-06-11,10
2016-06-11,80
2016-06-11,50
2016-06-11,155
2016-06-11,50
2016-06-11,405
2016-06-11,50
2016-06-11,295
2016-06-11,50
2016-06-11,0
2016-06-11,0
2016-06-11,0
2016-06-11,260
2016-06-11,235
2016-06-11,70
2016-06-11,60
2016-06-11,100
2016-06-11,100
2016-06-11,10
2016-06-11,70
2016-06-11,35
2016-06-11,75
2016-06-11,45
2016-06-11,110
2016-06-11,340
2016-06-11,210
2016-06-11,0
2016-06-11,20
2016-06-11,270
2016-06-11,360
2016-06-11,0
2016-06-11,0
2016-06-11,0
2016-06-11,0
2016-06-11,0
2016-06-11,10
2016-06-11,30
2016-06-11,0
2016-06-11,0
2016-06-11,0
2016-06-11,0
2016-06-11,185
2016-06-11,0
2016-06-11,185
2016-06-11,105
2016-06-11,265
2016-06-11,745
2016-06-12,0
2016-06-12,0
2016-06-12,0
2016-06-12,0
2016-06-12,0
2016-06-12,0
2016-06-12,0
2016-06-12,0
2016-06-12,230
2016-06-12,0
2016-06-12,0
2016-06-12,0
2016-06-12,10
2016-06-12,0
2016-06-12,10
2016-06-12,0
2016-06-12,10
2016-06-12,10
2016-06-12,0
2016-06-12,0
2016-06-12,0
2016-06-12,0
2016-06-12,0
2016-06-12,0
2016-06-12,0
2016-06-12,0
